Epoch,# of updates,Normalized WH(AGAD),Normalized WC(AGAD),Normalized WH(c-TTv2),Normalized WC(c-TTv2)
8,891,-0.81296,-0.45328,0.12442,-0.48304
8,892,-0.81296,-0.45328,0.12442,-0.48304
8,893,-0.81296,-0.45328,0.12442,-0.48304
8,894,-0.81296,-0.45328,0.12442,-0.48304
8,895,-0.81296,-0.45328,0.12442,-0.48304
8,896,-0.84014,-0.47366,0.13564,-0.49446
8,897,-0.84014,-0.47366,0.13564,-0.49446
8,898,-0.84014,-0.47366,0.13564,-0.49446
8,899,-0.84014,-0.47366,0.13564,-0.49446
9,900,-0.84014,-0.47366,0.13564,-0.49446
9,901,-0.83526,-0.48956,0.13342,-0.48426
9,902,-0.83526,-0.48956,0.13342,-0.48426
9,903,-0.83526,-0.48956,0.13342,-0.48426
9,904,-0.83526,-0.48956,0.13342,-0.48426
9,905,-0.83526,-0.48956,0.13342,-0.48426
9,906,-0.85027,-0.49038,0.13588,-0.45776
9,907,-0.85027,-0.49038,0.13588,-0.45776
9,908,-0.85027,-0.49038,0.13588,-0.45776
9,909,-0.85027,-0.49038,0.13588,-0.45776
9,910,-0.85027,-0.49038,0.13588,-0.45776
9,911,-0.86339,-0.3811,0.13279,-0.46836
9,912,-0.86339,-0.3811,0.13279,-0.46836
9,913,-0.86339,-0.3811,0.13279,-0.46836
9,914,-0.86339,-0.3811,0.13279,-0.46836
9,915,-0.86339,-0.3811,0.13279,-0.46836
9,916,-0.87586,-0.51362,0.12528,-0.38396
9,917,-0.87586,-0.51362,0.12528,-0.38396
9,918,-0.87586,-0.51362,0.12528,-0.38396
9,919,-0.87586,-0.51362,0.12528,-0.38396
9,920,-0.87586,-0.51362,0.12528,-0.38396
9,921,-0.87646,-0.51607,0.13299,-0.40271
9,922,-0.87646,-0.51607,0.13299,-0.40271
9,923,-0.87646,-0.51607,0.13299,-0.40271
9,924,-0.87646,-0.51607,0.13299,-0.40271
9,925,-0.87646,-0.51607,0.13299,-0.40271
9,926,-0.87864,-0.51688,0.14137,-0.35501
9,927,-0.87864,-0.51688,0.14137,-0.35501
9,928,-0.87864,-0.51688,0.14137,-0.35501
9,929,-0.87864,-0.51688,0.14137,-0.35501
9,930,-0.87864,-0.51688,0.14137,-0.35501
9,931,-0.8801,-0.47244,0.14542,-0.39293
9,932,-0.8801,-0.47244,0.14542,-0.39293
9,933,-0.8801,-0.47244,0.14542,-0.39293
9,934,-0.8801,-0.47244,0.14542,-0.39293
9,935,-0.8801,-0.47244,0.14542,-0.39293
9,936,-0.8864,-0.46632,0.15043,-0.38722
9,937,-0.8864,-0.46632,0.15043,-0.38722
9,938,-0.8864,-0.46632,0.15043,-0.38722
9,939,-0.8864,-0.46632,0.15043,-0.38722
9,940,-0.8864,-0.46632,0.15043,-0.38722
9,941,-0.88436,-0.5177,0.14725,-0.51362
9,942,-0.88436,-0.5177,0.14725,-0.51362
9,943,-0.88436,-0.5177,0.14725,-0.51362
9,944,-0.88436,-0.5177,0.14725,-0.51362
9,945,-0.88436,-0.5177,0.14725,-0.51362
9,946,-0.88237,-0.49201,0.1463,-0.39823
9,947,-0.88237,-0.49201,0.1463,-0.39823
9,948,-0.88237,-0.49201,0.1463,-0.39823
9,949,-0.88237,-0.49201,0.1463,-0.39823
9,950,-0.88237,-0.49201,0.1463,-0.39823
9,951,-0.88053,-0.40475,0.14169,-0.49894
9,952,-0.88053,-0.40475,0.14169,-0.49894
9,953,-0.88053,-0.40475,0.14169,-0.49894
9,954,-0.88053,-0.40475,0.14169,-0.49894
9,955,-0.88053,-0.40475,0.14169,-0.49894
9,956,-0.89181,-0.40068,0.12533,-0.40516
9,957,-0.89181,-0.40068,0.12533,-0.40516
9,958,-0.89181,-0.40068,0.12533,-0.40516
9,959,-0.89181,-0.40068,0.12533,-0.40516
9,960,-0.89181,-0.40068,0.12533,-0.40516
9,961,-0.87904,-0.50139,0.14672,-0.46061
9,962,-0.87904,-0.50139,0.14672,-0.46061
9,963,-0.87904,-0.50139,0.14672,-0.46061
9,964,-0.87904,-0.50139,0.14672,-0.46061
9,965,-0.87904,-0.50139,0.14672,-0.46061
9,966,-0.86342,-0.47692,0.15972,-0.46755
9,967,-0.86342,-0.47692,0.15972,-0.46755
9,968,-0.86342,-0.47692,0.15972,-0.46755
9,969,-0.86342,-0.47692,0.15972,-0.46755
9,970,-0.86342,-0.47692,0.15972,-0.46755
9,971,-0.85467,-0.47652,0.14669,-0.47489
9,972,-0.85467,-0.47652,0.14669,-0.47489
9,973,-0.85467,-0.47652,0.14669,-0.47489
9,974,-0.85467,-0.47652,0.14669,-0.47489
9,975,-0.85467,-0.47652,0.14669,-0.47489
9,976,-0.85324,-0.44227,0.13355,-0.38274
9,977,-0.85324,-0.44227,0.13355,-0.38274
9,978,-0.85324,-0.44227,0.13355,-0.38274
9,979,-0.85324,-0.44227,0.13355,-0.38274
9,980,-0.85324,-0.44227,0.13355,-0.38274
9,981,-0.85177,-0.51525,0.1505,-0.47774
9,982,-0.85177,-0.51525,0.1505,-0.47774
9,983,-0.85177,-0.51525,0.1505,-0.47774
9,984,-0.85177,-0.51525,0.1505,-0.47774
9,985,-0.85177,-0.51525,0.1505,-0.47774
9,986,-0.84547,-0.49568,0.16546,-0.49813
9,987,-0.84547,-0.49568,0.16546,-0.49813
9,988,-0.84547,-0.49568,0.16546,-0.49813
9,989,-0.84547,-0.49568,0.16546,-0.49813
9,990,-0.84547,-0.49568,0.16546,-0.49813
9,991,-0.85076,-0.47611,0.18251,-0.44797
9,992,-0.85076,-0.47611,0.18251,-0.44797
9,993,-0.85076,-0.47611,0.18251,-0.44797
9,994,-0.85076,-0.47611,0.18251,-0.44797
9,995,-0.85076,-0.47611,0.18251,-0.44797
9,996,-0.86302,-0.4757,0.20093,-0.43819
9,997,-0.86302,-0.4757,0.20093,-0.43819
9,998,-0.86302,-0.4757,0.20093,-0.43819
9,999,-0.86302,-0.4757,0.20093,-0.43819
10,1000,-0.86302,-0.4757,0.20093,-0.43819
