Epoch,# of updates,Normalized Amain,Normalized WA,Normalized ΔWH,Normalized WH
1,116,0.66851,0.98908,-0.01978,-0.92147
1,117,0.75632,1.07689,-2.15E-02,-0.94301
1,118,0.35901,0.67958,-0.01359,-0.9566
1,119,0.39106,-0.05678,-0.00114,-0.97083
1,120,0.32151,-0.12634,-0.00253,-0.97336
1,121,0.13303,-0.31482,-0.0063,-0.97965
1,122,0.13303,-0.31482,-0.0063,-0.98595
1,123,0.13303,-0.31482,-0.0063,-0.99225
1,124,-0.16712,-0.61496,-0.0123,0
1,125,-0.16712,-0.61496,-0.0123,-0.0123
1,126,-0.05333,-0.50117,-0.01002,-0.02232
1,127,-0.18835,-0.63619,-0.01272,-0.03505
1,128,-0.18835,-0.63619,-0.01272,-0.04777
1,129,-0.18835,-0.63619,-0.01272,-0.06049
1,130,-0.18835,-0.63619,-0.01272,-0.07322
1,131,-0.01886,-0.4667,-0.00933,-0.08255
1,132,-0.01886,-0.4667,-0.00933,-0.09189
1,133,-0.06792,-0.51576,-0.01032,-0.1022
1,134,-0.06792,-0.51576,-0.01032,-0.11252
1,135,-0.11452,-0.56236,-0.01125,-0.12376
1,136,-0.11452,-0.56236,-0.01125,-0.13501
1,137,-0.00585,-0.4537,-9.07E-03,-0.14408
1,138,-0.26921,-0.71705,-0.01434,-0.15843
1,139,-0.26921,-0.05378,0.00108,-0.17277
1,140,-0.30575,-0.09032,0.00181,-0.17096
1,141,-0.11952,0.09591,-0.00192,-0.17288
1,142,-0.01037,0.20507,-0.0041,-0.17698
1,143,-0.01037,0.20507,-0.0041,-0.18108
1,144,-0.05985,0.15559,-0.00311,-0.18419
1,145,-0.05985,0.15559,-0.00311,-0.1873
1,146,0.04349,0.25892,-0.00518,-0.19248
1,147,-0.00869,0.20675,-0.00413,-0.19662
1,148,0.04175,0.25718,-0.00514,-0.20176
1,149,0.2195,0.43493,-0.0087,-0.21046
1,150,0.2956,0.51103,-0.01022,-0.22068
1,151,0.36428,0.57971,-0.01159,-0.23228
1,152,0.53268,0.74812,-0.01496,-0.24724
1,153,0.45605,0.67148,-0.01343,-0.26067
1,154,0.45605,0.67148,-0.01343,-0.2741
1,155,0.45605,0.67148,-0.01343,-0.28753
1,156,0.38325,0.59868,-0.01197,-0.2995
1,157,0.54663,0.76206,-1.52E-02,-0.31474
1,158,0.32604,0.54147,-0.01083,-0.32557
1,159,0.35974,-0.02206,-4.41E-04,-0.33707
1,160,0.29175,-0.09005,-0.0018,-0.33888
1,161,0.10752,-0.27428,-0.00549,-0.34436
1,162,0.10752,-0.27428,-0.00549,-0.34985
1,163,-4.66E-04,-0.38227,-7.65E-03,-0.35749
1,164,-4.66E-04,-0.38227,-0.00765,-0.36514
1,165,-0.09792,-0.47972,-0.00959,-0.37473
1,166,-0.09792,-0.47972,-0.00959,-0.38433
1,167,0.00913,-0.37267,-0.00745,-0.39178
1,168,-0.04133,-0.42313,-0.00846,-0.40024
1,169,-0.04133,-0.42313,-0.00846,-0.4087
1,170,-0.04133,-0.42313,-0.00846,-0.41717
1,171,-0.04133,-0.42313,-0.00846,-0.42563
1,172,-0.17806,-0.55986,-1.12E-02,-0.43683
1,173,-0.21916,-0.60096,-1.20E-02,-0.44885
1,174,-0.42601,-0.80781,-0.01616,-0.465
1,175,-0.22262,-0.60442,-0.01209,-0.47709
1,176,-0.26149,-0.64329,-0.01287,-0.48996
1,177,-0.26149,-0.64329,-0.01287,-0.50282
1,178,-0.19842,-0.58022,-0.0116,-0.51443
1,179,-0.31274,-0.04156,8.31E-04,-0.52832
1,180,-0.24711,0.02408,-4.82E-04,-0.5288
1,181,-0.18475,0.08643,-1.73E-03,-0.53053
1,182,-0.33597,-0.06479,0.0013,-0.52923
1,183,-0.20572,0.06547,-0.00131,-0.53054
1,184,-0.20572,0.06547,-0.00131,-0.53185
1,185,-0.3854,-0.11421,0.00228,-0.52957
1,186,-0.3854,-0.11421,2.28E-03,-0.52728
1,187,-0.47306,-0.20187,0.00404,-0.52324
1,188,-0.19981,0.07137,-0.00143,-0.52467
1,189,-0.23982,0.03136,-6.27E-04,-0.5253
1,190,-0.17783,0.09335,-0.00187,-0.52717
1,191,0.04065,0.31183,-0.00624,-0.5334
1,192,0.04065,0.31183,-0.00624,-0.53964
1,193,0.04065,0.31183,-0.00624,-0.54588
1,194,0.04065,0.31183,-0.00624,-0.55211
1,195,0.29479,0.56597,-0.01132,-0.56343
1,196,0.29479,0.56597,-0.01132,-0.57475
1,197,0.29479,0.56597,-0.01132,-0.58607
1,198,0.36355,0.63473,-0.01269,-0.59877
1,199,0.29537,-0.00844,-1.69E-04,-0.6101
2,200,0.11062,-0.19319,-0.00386,-0.61396
2,201,-0.0954,-0.3992,-0.00798,-0.62195
2,202,-0.0954,-0.3992,-0.00798,-0.62993
2,203,-0.36828,-0.67209,-0.01344,-0.64337
2,204,-0.39987,-0.70367,-0.01407,-0.65744
2,205,-0.45838,-0.76219,-1.52E-02,-0.67269
2,206,-0.55885,-0.86265,-0.01725,-0.68994
2,207,-0.4809,-0.78471,-1.57E-02,-0.70564
2,208,-0.4809,-0.78471,-1.57E-02,-0.72133
2,209,-0.20621,-0.51001,-0.0102,-0.73153
2,210,-0.20621,-0.51001,-0.0102,-0.74173
2,211,-0.2836,-0.58741,-0.01175,-0.75348
2,212,-0.35345,-0.65726,-0.01315,-0.76662
2,213,-0.41649,-0.7203,-0.01441,-0.78103
2,214,-0.41649,-0.7203,-0.01441,-0.79544
2,215,-0.44566,-0.74947,-0.01499,-0.81043
2,216,-0.6681,-0.97191,-1.94E-02,-0.82986
2,217,-0.71544,-1.01924,-0.02038,-0.85025
2,218,-0.32737,-0.63118,-0.01262,-0.86287
2,219,-0.361,0.05869,-0.00117,-0.87617
2,220,-0.361,0.05869,-0.00117,-0.87734
2,221,-0.16689,0.2528,-0.00506,-0.8824
2,222,-0.16689,0.2528,-0.00506,-0.88745
2,223,-0.20855,0.21114,-0.00422,-0.89168
2,224,0.11161,0.5313,-1.06E-02,-0.9023
2,225,0.11161,0.5313,-1.06E-02,-0.91293
2,226,0.00323,0.42291,-8.46E-03,-0.92139
2,227,0.26728,0.68697,-1.37E-02,-0.93513
2,228,0.26728,0.68697,-1.37E-02,-0.94887
2,229,0.20392,0.6236,-0.01247,-0.96134
2,230,0.08653,0.50622,-0.01012,-0.97146
2,231,0.03221,0.4519,-0.00904,-0.9805
2,232,-0.0194,0.40029,-0.00801,-0.98851
2,233,-0.0194,0.40029,-0.00801,-0.99651
2,234,-0.0194,0.40029,-0.00801,0
2,235,-0.0194,0.40029,-0.00801,-0.00801
2,236,-0.0194,0.40029,-0.00801,-0.01601
2,237,-0.2013,0.21839,-0.00437,-0.02038
2,238,0.11694,0.53662,-0.01073,-0.03111
2,239,0.11694,0.0564,0.00113,-0.04184
2,240,0.16109,0.10055,0.00201,-0.03983
2,241,0.10303,0.0425,8.50E-04,-0.03898
2,242,-0.00451,-0.06505,-0.0013,-0.04028
2,243,-0.00451,-0.06505,-0.0013,-0.04159
2,244,0.04571,-0.01482,-2.96E-04,-0.04188
2,245,0.04571,-0.01482,-2.96E-04,-0.04218
2,246,-0.14826,-0.2088,-0.00418,-0.04635
2,247,-0.09085,-0.15138,-0.00303,-0.04938
2,248,-0.22051,-0.28105,-0.00562,-0.055
2,249,-0.29651,-0.35705,-0.00714,-0.06214
2,250,-0.39685,-0.45739,-0.00915,-0.07129
2,251,-0.48287,-0.54341,-0.01087,-0.08216
2,252,-0.67408,-0.73462,-1.47E-02,-0.09685
2,253,-0.43532,-0.49585,-0.00992,-0.10677
2,254,-0.43532,-0.49585,-0.00992,-0.11669
2,255,-0.43532,-0.49585,-0.00992,-0.1266
2,256,-0.43532,-0.49585,-0.00992,-0.13652
2,257,-0.54006,-0.6006,-0.01201,-0.14853
2,258,-0.32041,-0.38095,-0.00762,-0.15615
2,259,-0.35439,0.02561,-5.12E-04,-0.16445
2,260,-0.35439,0.02561,-5.12E-04,-0.16496
2,261,-0.22234,0.15766,-0.00315,-0.16812
2,262,-0.22234,0.15766,-0.00315,-0.17127
2,263,0.0044,0.3844,-0.00769,-0.17896
2,264,-0.04582,0.33418,-0.00668,-0.18564
2,265,0.10334,0.48334,-0.00967,-0.19531
2,266,0.10334,0.48334,-0.00967,-0.20497
2,267,-0.00424,0.37576,-0.00752,-0.21249
2,268,0.04598,0.42597,-0.00852,-0.22101
2,269,0.04598,0.42597,-0.00852,-0.22953
2,270,0.13899,0.51899,-1.04E-02,-0.23991
2,271,0.13899,0.51899,-1.04E-02,-0.25029
2,272,0.26179,0.64179,-0.01284,-0.26312
2,273,0.26179,0.64179,-0.01284,-0.27596
2,274,0.42879,0.80879,-0.01618,-0.29213
2,275,0.05029,0.43029,-0.00861,-0.30074
2,276,0.05029,0.43029,-0.00861,-0.30935
2,277,0.05029,0.43029,-0.00861,-0.31795
2,278,-0.05211,0.32789,-0.00656,-0.32451
2,279,0.1859,0.08476,0.0017,-0.33583
2,280,0.1859,0.08476,0.0017,-0.33413
2,281,-0.12826,-0.22939,-0.00459,-0.33872
2,282,0.12698,0.02584,5.17E-04,-0.3382
2,283,0.0171,-0.08404,-0.00168,-0.33988
2,284,0.0171,-0.08404,-0.00168,-0.34157
2,285,0.3136,0.21246,0.00425,-0.33732
2,286,0.3136,0.21246,4.25E-03,-0.33307
2,287,0.4115,0.31036,0.00621,-0.32686
2,288,-0.0143,-0.11543,-0.00231,-0.32917
2,289,-0.0143,-0.11543,-0.00231,-0.33148
2,290,-0.0143,-0.11543,-0.00231,-0.33379
2,291,-0.1104,-0.21154,-0.00423,-0.33802
2,292,-0.1104,-0.21154,-0.00423,-0.34225
2,293,-0.15488,-0.25602,-0.00512,-0.34737
2,294,-0.15488,-0.25602,-0.00512,-0.35249
2,295,-0.31165,-0.41278,-0.00826,-0.36074
2,296,-0.31165,-0.41278,-0.00826,-0.369
2,297,-0.34606,-0.4472,-0.00894,-0.37794
2,298,-0.34606,-0.4472,-0.00894,-0.38689
2,299,-0.34606,-0.00982,1.96E-04,-0.39583
3,300,-0.04156,0.29469,-0.00589,-0.40173
3,301,0.10699,0.44324,-0.00886,-0.41059
3,302,0.10699,0.44324,-0.00886,-0.41945
3,303,0.30901,0.64525,-1.29E-02,-0.43236
3,304,0.30901,0.64525,-1.29E-02,-0.44527
3,305,0.30901,0.64525,-0.01291,-0.45817
3,306,0.54158,0.87783,-0.01756,-0.47573
3,307,0.39128,0.72752,-0.01455,-0.49028
3,308,0.39128,0.72752,-0.01455,-0.50483
3,309,0.19285,0.52909,-0.01058,-0.51541
3,310,0.19285,0.52909,-0.01058,-0.52599
3,311,0.19285,0.52909,-0.01058,-0.53657
3,312,0.43633,0.77258,-0.01545,-0.55202
3,313,0.46452,0.80076,-0.01602,-0.56804
3,314,0.49129,0.82754,-0.01655,-0.58459
3,315,0.49129,0.82754,-0.01655,-0.60114
3,316,0.69542,1.03166,-0.02063,-0.62177
3,317,0.75192,1.08816,-0.02176,-0.64354
3,318,0.5811,0.91735,-0.01835,-0.66188
3,319,0.60205,-0.01092,-2.18E-04,-0.68065
3,320,0.52195,-0.09102,-0.00182,-0.68247
3,321,0.11877,-0.4942,-9.88E-03,-0.69236
3,322,0.11877,-0.4942,-9.88E-03,-0.70224
3,323,0.16283,-0.45014,-9.00E-03,-0.71124
3,324,-0.18795,-0.80092,-1.60E-02,-0.72726
3,325,-0.18795,-0.80092,-1.60E-02,-0.74328
3,326,-0.01852,-0.63149,-0.01263,-0.75591
3,327,-0.1585,-0.77147,-1.54E-02,-0.77134
3,328,-0.20058,-0.81355,-1.63E-02,-0.78761
3,329,-0.14055,-0.75352,-0.01507,-0.80268
3,330,-0.14055,-0.75352,-0.01507,-0.81775
3,331,-0.08352,-0.69649,-0.01393,-0.83168
3,332,-0.08352,-0.69649,-0.01393,-0.84561
3,333,-0.17288,-0.78585,-0.01572,-0.86133
3,334,-0.17288,-0.78585,-0.01572,-0.87704
3,335,-0.17288,-0.78585,-0.01572,-0.89276
3,336,-0.17288,-0.78585,-0.01572,-0.90848
3,337,0.09245,-0.52052,-0.01041,-0.91889
3,338,-0.06336,-0.67633,-0.01353,-0.93241
3,339,-0.11019,-0.02978,5.96E-04,-0.94688
3,340,-0.19695,-0.11654,0.00233,-0.94455
3,341,-0.08025,1.64E-04,-3.28E-06,-0.94455
3,342,0.02508,0.10549,-0.00211,-0.94666
3,343,0.02508,0.10549,-0.00211,-0.94877
3,344,-0.02618,0.05423,-0.00108,-0.94985
3,345,-0.02618,0.05423,-0.00108,-0.95094
3,346,-0.02618,0.05423,-0.00108,-0.95202
3,347,-0.07487,0.00554,-1.11E-04,-0.95213
3,348,-0.02112,0.05929,-0.00119,-0.95332
3,349,-0.02112,0.05929,-0.00119,-0.95451
3,350,0.07844,0.15885,-0.00318,-0.95768
3,351,0.28691,0.36732,-0.00735,-0.96503
3,352,0.50202,0.58243,-1.17E-02,-0.97668
3,353,0.42692,0.50733,-0.01015,-0.98682
3,354,0.42692,0.50733,-0.01015,-0.99697
3,355,0.42692,0.50733,-0.01015,0
3,356,0.35558,0.43599,-0.00872,-0.00872
3,357,0.47511,0.55552,-0.01111,-0.01983
3,358,0.33129,0.4117,-0.00823,-0.02806
3,359,0.39649,0.00789,1.58E-04,-0.0376
3,360,0.32666,-0.06193,-0.00124,-0.03884
3,361,0.26033,-0.12827,-0.00257,-0.04141
3,362,0.26033,-0.12827,-0.00257,-0.04397
3,363,0.13745,-0.25115,-0.00502,-0.04899
3,364,0.18058,-0.20802,-0.00416,-0.05315
3,365,0.12155,-0.26705,-0.00534,-0.0585
3,366,0.12155,-0.26705,-0.00534,-0.06384
3,367,0.12155,-0.26705,-0.00534,-0.06918
3,368,0.12155,-0.26705,-0.00534,-0.07452
3,369,0.06547,-0.32313,-0.00646,-0.08098
3,370,0.06547,-0.32313,-0.00646,-0.08744
3,371,0.0122,-0.3764,-0.00753,-0.09497
3,372,-0.17556,-0.56416,-0.01128,-0.10626
3,373,-0.17556,-0.56416,-0.01128,-0.11754
3,374,-0.42426,-0.81286,-1.63E-02,-0.1338
3,375,-0.16007,-0.54867,-0.01097,-0.14477
3,376,-0.20207,-0.59066,-0.01181,-0.15658
3,377,-0.20207,-0.59066,-0.01181,-0.1684
3,378,-0.20207,-0.59066,-0.01181,-0.18021
3,379,-0.35008,-0.07313,0.00146,-0.19498
3,380,-0.28257,-0.00562,1.12E-04,-0.19487
3,381,-0.04467,0.23229,-0.00465,-0.19952
3,382,-0.22187,0.05508,-0.0011,-0.20062
3,383,-0.16078,0.11617,-0.00232,-0.20294
3,384,-0.16078,0.11617,-0.00232,-0.20526
3,385,-0.41394,-0.13699,0.00274,-0.20252
3,386,-0.41394,-0.13699,0.00274,-0.19978
3,387,-0.44324,-0.16629,0.00333,-0.19646
3,388,-0.06092,0.21603,-0.00432,-0.20078
3,389,-0.06092,0.21603,-0.00432,-0.2051
3,390,-0.06092,0.21603,-0.00432,-0.20942
3,391,-0.00787,0.26908,-0.00538,-0.2148
3,392,-0.00787,0.26908,-0.00538,-0.22018
3,393,0.04252,0.31947,-0.00639,-0.22657
3,394,0.04252,0.31947,-0.00639,-0.23296
3,395,0.22013,0.49708,-0.00994,-0.2429
3,396,0.22013,0.49708,-0.00994,-0.25285
3,397,0.25912,0.53607,-0.01072,-0.26357
3,398,0.25912,0.53607,-0.01072,-0.27429
3,399,0.25912,0.011,2.20E-04,-0.28501
4,400,0.07954,-0.16858,-0.00337,-0.28838
